url,product_title,product_price,Condition,Processor,Screen Size,Chipset Model,Lock Status,SIM Card Slot,Brand,Manufacturer Warranty,Network,Model,Connectivity,Style,Operating System,Features,Storage Capacity,Contract,Camera Resolution,RAM,feedback
https://www.ebay.com/fdbk/feedback_profile/the_ioutlet_extra?filter=feedback_page%3ARECEIVED_AS_SELLER&q=334135618765&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Seems ok so far as described looks brand new. Super fast delivery. Highly recommended 
Thank you! ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Excellent service. Great phone. Would definitely recommend this seller ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Perfect,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Received with thanks,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Received with thanks ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Thxs,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Highly recommended *****,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Good item, quick delivery A++++++,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Very happy ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Excellent. Will use again A+,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Many thx super seller fast shipping very happy thank you ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Good item, quick delivery A++++++,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Super fast delivery excellent ebayer thank you 😊 ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Excellent item,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Arrived promptly and as expected ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Good so far.    Not a mark on phone.  ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),A+++,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Very efficient seller , fast delivery ++++,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Took me a while to convince my husband to have this phone, he loves it! Very good condition,works perfectly. Will definitely buy from this seller again. Thank you.,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Great,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Excellent ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Very pleased with item and delivery. Thanks.,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),As described ,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Well packages, as described. Tidy phone, no scratches works well with good battery life. Fully recommend.,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,),Super phone, thank you so much,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED- VERY GOOD CONDITION (#,)"
https://www.ebay.com/fdbk/feedback_profile/unlocked-mobile?filter=feedback_page%3ARECEIVED_AS_SELLER&q=404496007640&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Fast shipping. Nice product  as described  ,Apple iPhone SE 1st generation 16/32/64/128GB All colors Unlocked sealed IOS15 (#,),Thanks.,Apple iPhone SE 1st generation 16/32/64/128GB All colors Unlocked sealed IOS15 (#,),Item supposed to be opened-unused. It was sealed and iPhone in the box has a Chinese sticker!!! The box falls apart as soon as box was opened!! I’ve sent all pictures to eBay and reported him as the iPhone box is reprinted, sealed and he forgot the explanation is “opened-but unused”😂😂😂.
eBay is full of these fraudulent iPhone sellers who box and seal the used or refurbished phones and sell them as new. This is my 5th iPhone I put in bin. I am done with eBay for iPhones.,Apple iPhone SE 1st generation 16/32/64/128GB All colors Unlocked sealed IOS15 (#,),Good product and fast delivery ,Apple iPhone SE 1st generation 16/32/64/128GB All colors Unlocked sealed IOS15 (#,),👍🏻,Apple iPhone SE 1st generation 16/32/64/128GB All colors Unlocked sealed IOS15 (#,),I just want to clarify my initial comment. I really liked the phone..received in the time frame as promised. I’m only returning the phone because I ordered the wrong model number. Please keep the $10 refund. Thank you for your patience and understanding and communication egarding this transaction. ,Apple iPhone SE 1st generation 16/32/64/128GB All colors Unlocked sealed IOS15 (#,)"
https://www.ebay.com/itm/304078563335?hash=item46cc7ea807:g:HPsAAOSwWmtlAHi2&amdata=enc%3AAQAIAAAA0AfDYjUJf3iq4Re2ZVH1lnFnJAI1I5So2NvVSWVwomXYZr0eO08cMGfKnHj0dfBbE%2BmaTKyo6p%2BGb95l4FattXmS7RCjOicFQPKDWESMooHW36xUEA1w%2BFBRaM0n8MH0T01%2B6X8b%2BX2LM5KFSSPboC1KGT6cGGLbE526H8AJ0M8DmY1TaxJdGcOUU3ZC6zzdzJ19zSdXPf%2FkZuVFbXBfIblCyV%2F6td1HZX%2BCc5cufIs2f2xfpgxPvHgr4BG80oSqZLCmwt9F153RKRRe1VI8F%2B4%3D%7Ctkp%3ABFBMoNPymP5i,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,US $299.95,Very Good - Refurbished,“100% Fully Functional - Very Good Cosmetic Condition. Very minimal signs of wear. See below for ... ,Apple,Apple iPhone 12,64 GB,Unlocked,12.0 MP,6.1 in,iOS,Factory Unlocked,Hexa Core,4 GB,"Dual Front Camera, Tap to Wake, Ultra Wide-Angle Camera","(PRODUCT)RED, Black, Blue, Green, Purple, White",2020,80% or higher,Bar,Without Contract,
https://www.ebay.com/fdbk/feedback_profile/smile365day?filter=feedback_page%3ARECEIVED_AS_SELLER&q=334971128868&sort=TIME,,,,,,,,,,,,,,,,,,,,,"thank you ,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱 (#,),Very good seller,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱 (#,),Exactly as described, thank you ,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱 (#,),Arrived packaged well. Phone is working great,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱 (#,),Thank you ,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱 (#,),Phone works well, reasonable price!,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱 (#,)"
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=304078563335&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Fast shipping, as advertised! Thx,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Excellent,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Phone is nearly flawless. Works great. Fast shipping. Thank you !!! ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Phone is working perfectly. Fast delivery. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Awesome as always! Works perfect and just as described! A++ seller. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Better than described quick ship excellent value bought 4 for the family. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Better than described quick ship excellent value bought 4 for the family. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Better than described quick ship excellent value bought 4 for the family. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Better than described quick ship excellent value bought 4 for the family. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),For a used refurbished phone, everything seemed to be as stated and I received an email for the 1 year warranty.,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Very fast shipping. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Exactly what I need. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A+,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Very fast delivery and perfect item condition ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Works great,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Great,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),I received the iPhone in under 12hrs. Fastest shipping I’ve ever experienced. ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Excellent iPhone 12.  Exactly as described and expected.  Arrived quickly.  Was easy to setup.  Everything is perfect so far.  Would purchase from again.,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Good price ,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A++,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Fast shipping, so far so good, thanks,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Nice,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Nice,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),A+ phone,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Great phone! Great condition and works perfectly!,Apple iPhone 12 64GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition (#,)"
https://www.ebay.com/fdbk/feedback_profile/etradekorea?filter=feedback_page%3ARECEIVED_AS_SELLER&q=265705671442&sort=TIME,,,,,,,,,,,,,,,,,,,,,"FINE ,Apple iPhone 13 Mini Unlocked Smartphone 128GB / 256GB / 512GB (#,),Fast delivery and smooth buying expirience! Recommend! ,Apple iPhone 13 Mini Unlocked Smartphone 128GB / 256GB / 512GB (#,),💯 % Satisfaction.  THANKS !!!,Apple iPhone 13 Mini Unlocked Smartphone 128GB / 256GB / 512GB (#265705671442),Thank you!,Apple iPhone 13 Mini Unlocked Smartphone 128GB / 256GB / 512GB (#265705671442),Awesome product ,Apple iPhone 13 Mini Unlocked Smartphone 128GB / 256GB / 512GB (#265705671442)"
https://www.ebay.com/fdbk/feedback_profile/solarcprod?filter=feedback_page%3ARECEIVED_AS_SELLER&q=115969887537&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Great,Apple iPhone 12 64GB Black / Red / Blue / White T-Mobile Smartphone 5G (#,),Arrived as stated. New, with 100% battery power. Very pleased. Decent price. Thanks!,Apple iPhone 12 64GB Black / Red / Blue / White T-Mobile Smartphone 5G (#,),Great Prices.,Apple iPhone 12 64GB Black / Red / Blue / White T-Mobile Smartphone 5G (#,)"
https://www.ebay.com/itm/266385336714?epid=3023714401&hash=item3e05cda98a:g:r48AAOSwHZJk5ye~&amdata=enc%3AAQAIAAAA4H8iegfJJ8A4b%2FKdJHsKV1CxrQLjpxIRhp3qYyg8RM0KJFUDKg%2FBJL3bKiZMKQKRhsbvJ8PZtm2rVnvWhcTz6tXWMEgASZdMvYGWAdaxqJ9wKznIdGlbE9v26fKIQBHXf2tX6x4q7o%2BkJp9IMpaZW5N98mriXix8Y7TjMkTq0tVPYc9BetD3HrFIDJUdJI0tUoLZ1o35HZbtraJSkKGnbD6Gou1wDrra%2BkgnnhcFiR49fafCz1tCHNnKSlUdsR1aYoUaWDylFq%2B5V4v7HEtzQVlrKP9Wdsh292pPRNe4PaUU%7Ctkp%3ABFBMoNPymP5i,Apple iPhone XS Max 64/256/512GB Unlocked All Colours Very Good Condition,GBP 249.99,Very Good - Refurbished,“FREE UK EXPRESS Next Day Royal Mail Special Delivery + 12 Month Warranty”,Without Contract,Apple,Apple iPhone XS Max,"3D Depth Camera, 3D Depth Sensor, 3D Face Recognition, 4K Video Recording, Accelerometer, Bluetooth Enabled, Camera, Colour Screen, Facial Recognition, Front Camera, GPS, Internet Connectivity, MMS (Multimedia Messaging), Music Player, NFC Connectivity, Proximity Sensor, Rear Camera, Sim Free, Touch Screen, Vibration, Video Calling, Video Camera",iOS,Dual SIM (SIM + eSIM),4 GB,Factory Unlocked,Slate,GSM | CDMA | HSPA | EVDO | LTE,Unknown,None,Not Applicable,12.0 MP,A2101,"2G, 3G, 4G, Bluetooth, Dual-Band, GPRS, GPS, Lightning, NFC, Quad-Band, Tri-Band, Wi-Fi",
https://www.ebay.com/itm/225236842285?epid=12049274279&hash=item347129772d:g:52QAAOSw8iljZS68&amdata=enc%3AAQAIAAAA4KFhvq0h6jp2TBV%2B%2BMBmCjYtp81VuAVcFgQEh%2FHnMatdVMIgN6hiXFy5FPkUQwTHeuxDJUlzvq3i7j%2BVtUVKT5yFiCoC2qkY27CsmAIbXAgztKUXDnVlj570L6aLhG8bLn7lVQPPowAO1d6zDCiJvfG%2FLx4rMHngydNNtWkPo7ikHXfa4p8e%2B2icTiPe%2BcpyVIrC5ve5AppNCb%2F4y8wH9jH6WPTgsmZ%2Ba1%2BvY1Ak6ykKlXCnmgWvNfwaDLjYG09DqCm6YhPbceWP5PR8Vq2UChGDsPWPYF1zmuClTuP1hz3t%7Ctkp%3ABFBMoNPymP5i,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCK,GBP 419.99,Very Good - Refurbished,"“Very good condition refurbished mobile, that will show some signs of use across the device, such as ... ",ALL,Hexa Core,6.1 in,"Generic LightningCable, Sim Pin, Generic Box",Yes,Apple A14 Bionic,CompactFlash,Does Not Apply,A2407,Network Unlocked,Single SIM,Apple,Unlocked,Apple iPhone 13 mini,Bar,"3G, 4G, Bluetooth",
https://www.ebay.com/itm/204301522004?epid=11041707865&hash=item2f9151d454:g:K8QAAOSwvxdkNUyX&amdata=enc%3AAQAIAAAA0IRKsEQz5ZC2F3oKRa0IpA8djziOHjEYr7nHZ1MJn7A4SEBm92269kyFerFdpVFXH0E9v9Nrz2Cx6%2FQm%2FmqShQu4%2BhGFZgK0z41t5jpSE8i7lFPIjNi%2FX%2FlPbw0SBoBvvbeBvlGOVTxw0oGTtpJbLn3I0hMs6KBSVJBKUpP6HU5K7MVQp1hVHb%2BdsuuuJWDwnT5ME3dzXLZmwx%2BaDqUoElK2arHmB%2B6SnkWg8k%2B808FGC3g46hQJbwRp8c6ic3DStXgYC%2FTMZET4ov9GWNETdbI%3D%7Ctkp%3ABFBMoNPymP5i,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition,GBP 239.99,Good - Refurbished,“FREE UK EXPRESS Next Day Royal Mail Special Delivery + 12 Month Warranty”,Without Contract,Apple,Apple iPhone 12 Mini,"3D Depth Camera, 3D Depth Sensor, 3D Face Recognition, 4K Video Recording, Accelerometer, Ambient Light Sensor, Bluetooth Enabled, Camera, Facial Recognition, GPS, MMS (Multimedia Messaging), Nano SIM, NFC Connectivity, Rear Camera, Sim Free, Vibration, Video Camera, Wi-Fi Capable",iOS,Dual SIM (SIM + eSIM),4 GB,Factory Unlocked,Slate,GSM | CDMA | HSPA | EVDO | LTE | 5G,Unknown,None,Not Applicable,12.0 MP,A2399,"2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPRS, GPS, Lightning, LTE, NFC, Quad-Band, Tri-Band, Wi-Fi",
https://www.ebay.com/fdbk/feedback_profile/the_ioutlet_extra?filter=feedback_page%3ARECEIVED_AS_SELLER&q=225236842285&sort=TIME,,,,,,,,,,,,,,,,,,,,,"As described and looking like new,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),Great item in great condition ,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),Item delivered next day and exactly as described. Great seller, thank you,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),Excellent,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),All good,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),Super fast delivery, contacted by seller because they didn't have the colour in stock that we wanted but offered us another colour instead.,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),Excellent fast service thank you. ,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#,),Simple transaction thanks,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),Great item A+++,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),Phone was practically mint condition and works perfectly, the battery health is at 83% and a few barely visible scratches on the edge of the phone as expected but 10/10 nonetheless.,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),Received excellent thank you 😊 ,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),Excellent purchase.,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),As described & quick delivery ��,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),Phone in full working order and the screen is perfect. Some marks on the back but reflected in the description and price. Will use a case so no matter. Overall a happy customer. Thanks!,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285),Really pleased thank you ,Apple iPhone 13 Mini - 128GB/256/512 -ALL COLOURS-UNLOCKED - VERY GOOD CONDITION (#225236842285)"
https://www.ebay.com/fdbk/feedback_profile/limetropic?filter=feedback_page%3ARECEIVED_AS_SELLER&q=204301522004&sort=TIME,,,,,,,,,,,,,,,,,,,,,"A few more screen scratches than previous phones purchased from other vendors, but quick service and reasonable price.,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),⭐️⭐️⭐️⭐️⭐️,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Excellent after sales assistance. Unit received exactly as described.,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),alles super 👍,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Genuine ebayer a++++,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Just the job ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Excellent - arrived as described and quickly. * * * * * Thanks!,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Perfect thanks,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Not sure how their grading of the phones work, this was advertised as “good” condition… but upon opening the phone it is pristine! Not a mark or blemish on it! Absolutely excellent! Battery is at 100% and isn’t an aftermarket one like some. The price was good. Delivery was fast and on time. Still setting it up but so far so good. Highly recommend 🙂 ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Hppt that the issue was dealt with professionally,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),The iPhone came with the defective camera, I paid €100.28 import tax, I talked to them but they don't want to refund me this amount I had to pay, that is, if I make the return I will be at a loss of €100.28,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Item in near perfect condition - grade b but only a couple of tiny marks that are barely noticeable. Really impressed, plus really fast delivery too - thanks! ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Super ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Good to deal with quick delivery thanks ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Phone as described, minimal signs of wear and battery is above 80%. Very fast postage. Would definitely use this seller again. ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Very good seller ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),5 star ebayer  fast delivery well packaged brilliant communication and value for money my daughter loves her new phone thank you so much ��,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Very good ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Overall the fine works perfectly. The screen is quite scratched up and the speakers dirty though…,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),So pleased with my phone - classed as b grade - it was perfect.Fast delivery and no problems. ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),���� thanks, most definitely wud buy again ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),����. Thanks I ll definitely buy again ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Any time again!,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Great item fast delivery �� ,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,),Great thanks,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition (#,)"
https://www.ebay.com/itm/334135618765?epid=8041719754&hash=item4dcc08eccd:g:Pa0AAOSwcn9hMf5E&amdata=enc%3AAQAIAAAA4Nh36R4ts2uox1UL6L0hCh%2BXWE018q14tvDV%2BduJ1BzYctnRku5EWBEp0%2FcdlnOBv6DrTdfQetYRsVhbWK5c%2Fh%2F4pOAmoMM%2FogmZeb92%2BQBoG%2FqYKA3JT1LYLpPg8qe1VcriDoIWzCxagz0IZ1pyHiJoHU%2BPijGXgoPBKSmr%2F0qtNKx7uAYslzynPBmcLSvQbhPZ9vgBhHS9dN%2FP%2B4iyqBBxtQfshFYDiUFV9XBvOvuet6zzgIVV58Ddna4gifoX7U%2FtOwKPTb5mfljJpzO21sfhRu5o9zR1Xs9HcMTi5vM4%7Ctkp%3ABFBMoNPymP5i,Apple iPhone 12 64GB/128GB/256GB - TODOS LOS COLORES - DESBLOQUEADO - MUY BUEN ESTADO,GBP 329.99,Muy bueno - restaurado,"“Very good condition refurbished mobile, that will show some signs of use across the device, such as ... ",Muy bueno - restaurado,12.0 MP,Apple iPhone 12,India,iOS,Without Contract,Bar,Yes,HSDPA 900,"3G, 4G, 5G, Bluetooth","4K Video Recording, Accelerometer, Ambient Light Sensor",A2403,4 GB,Network Unlocked,Does Not Apply,Unlocked,
https://www.ebay.com/itm/224579829211?epid=18043621274&hash=item344a003ddb:g:VtgAAOSwq9BhEnWX&amdata=enc%3AAQAIAAAA4LidVrSWwlpG8Uv5WOvvMjXwotKmSKGNWLfkFO8xTzh1JNl4Yy1IUoO53YomaQHRZ7D%2FDO2ZWGJ3AvZB00pnKPqLEeGzKkHsNYvEXwosFJjeGLFXj1WZAQS8BwNcxN%2FssucxStByopETrBeSsBHN3jGVza6Rd18cSKV6HYas4dj4tFYPEnveDWVGOj%2BiMixRFUDx37wvmuNp9k4Q8QwP1%2FagB0M5mV8Hv6iD8TwxamHHz64nSzI7QoFLA8%2BbiL1P65LNtJlm5A8Fa0UtDxi0VoWj%2Fg9spbKw5%2FNfyyGhLC%2Fv%7Ctkp%3ABFBMoNPymP5i,Apple iPhone 11 64GB/128GB/256,GBP 229.99,Good - Refurbished,“Good condition used mobile that will show moderate signs of use such as small scratches or dents. ... ,12.0 MP,Apple iPhone 11,India,iOS,Without Contract,Bar,Yes,HSDPA 900,"3G, 4G, 5G, Bluetooth","Accelerometer, Ambient Light Sensor",A2221 (CDMA + GSM),3 GB,Network Unlocked,Does Not Apply,Unlocked,All,
https://www.ebay.com/itm/204301522004?epid=11041707865&hash=item2f9151d454:g:K8QAAOSwvxdkNUyX&amdata=enc%3AAQAIAAAAwNt5cED9M%2FzSHWVzpLrUvX7Nq6NlNBqJXp0Y6iFpmT4z%2BF4nnaq8lvfJMEm7XIPiSGhVE1zcRo6CZVjhIaQ8Xq5mLowWS%2B%2FTktF8PlU9FdhOVQFM5veqYXMLkiwX3yyQhdhNnOpzuSuPOdg9%2ByPegDZEms6Z5YplT3rjPPgHyOZPk0xIjO6Df%2BguWTzvoZe7OyI17Dkv8b3aej0XYulqANThTWlUs5UUys4HjICzaVl3u2Y7o5pojUZoK47OAuSLtA%3D%3D%7Ctkp%3ABk9SR9DQ8pj-Yg,Apple iPhone 12 Mini 64/128/256GB Unlocked All Colours Good Condition,GBP 239.99,Good - Refurbished,“FREE UK EXPRESS Next Day Royal Mail Special Delivery + 12 Month Warranty”,Without Contract,Apple,Apple iPhone 12 Mini,"3D Depth Camera, 3D Depth Sensor, 3D Face Recognition, 4K Video Recording, Accelerometer, Ambient Light Sensor, Bluetooth Enabled, Camera, Facial Recognition, GPS, MMS (Multimedia Messaging), Nano SIM, NFC Connectivity, Rear Camera, Sim Free, Vibration, Video Camera, Wi-Fi Capable",iOS,Dual SIM (SIM + eSIM),4 GB,Factory Unlocked,Slate,GSM | CDMA | HSPA | EVDO | LTE | 5G,Unknown,None,Not Applicable,12.0 MP,A2399,"2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPRS, GPS, Lightning, LTE, NFC, Quad-Band, Tri-Band, Wi-Fi",
